Подача;Куда ехать;Важная;В пути;Завершен;Время заказа;Время на заказе;На месте;Отмена;Время подачи;Принят;Время создания;Дата заказа;Деталировка поездки;Детское кресло;Затратный центр;Источник;Категории;Километраж;Количество;Компания;Координаты;Координаты куда;Кост Код;Купон;Купон (%);НДС;#;Опции;Ответственный;Подразделение;Подразделение;Позывной;Показывать номер;Примечание;Принят водителем;Причина отказа;Район;Район куда;Расчёт;Расчёт;СЛИП;Служебная информация;СМС;Создал;Способ оплаты;Статус;Тип;ТС;Цель поездки;ID;old_uuid
Рядом с: Заневский проспект, 55;До пункта: улица Руставели, 52;;;05.01.2018 1:23;05.01.2018 1:28;1:23:58;;;1:23:13;05.01.2018 1:23;05.01.2018 1:23;05.01.2018 1:28;;0;;;1;;0;;30.4260061358,59.9307302555;30.430053,60.030357;;0;0;0;6760;4096;;;;544178;;;;Reject: manual;;;0;05.01.2018 1:23;;;;;Наличные;Отменен;Яндекс;Honda Civic;;2e87b1c6f3c840948cc24f423556c855;
проспект Добролюбова;посёлок Парголово, Парнасная улица, 1;;05.01.2018 1:12;05.01.2018 1:36;05.01.2018 1:12;0:23:50;05.01.2018 1:11;;0:03:36;05.01.2018 1:08;05.01.2018 1:07;05.01.2018 1:12;;0;;;4;;0;;30.3087276,59.94986279;30.319866,60.076538;;0;0;193,68;6759;2048;;;;499178;;;;;;;0;05.01.2018 1:07;;;;;Безналичные;Завершен;Яндекс.Безналичный;Mercedes-Benz E-klasse;;0abe4a8d986f4fa9b864c0b1b2d7e42a;
Рядом с: улица Рубинштейна;До пункта: 2-я линия Васильевского острова, 61/30, Courtyard by Marriott St. Petersburg Vasilievsky;;05.01.2018 1:06;05.01.2018 1:18;05.01.2018 0:58;0:11:45;05.01.2018 0:54;;0:00:08;05.01.2018 0:54;05.01.2018 0:54;05.01.2018 0:58;;0;;;2;;0;;30.3453932,59.9313582;30.279628,59.948733;;0;0;67,86;6758;2048;;;;215820;;;;;;;0;05.01.2018 0:54;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;5fd98147d4dc4225b86805e0bc81bbd6;
Искровский проспект, 26;проспект Энергетиков, 54к1;;05.01.2018 0:55;05.01.2018 1:14;05.01.2018 0:52;0:19:09;05.01.2018 0:50;;0:02:40;05.01.2018 0:48;05.01.2018 0:48;05.01.2018 0:52;;0;;;1;;0;;30.4701280128,59.9029091327;30.436242,59.967106;;0;0;48,96;6757;0;;;;544178;;;;;;;0;05.01.2018 0:48;;;;;Наличные;Завершен;Яндекс;Honda Civic;;459b559eee514309a458b80085c7f79c;
проспект Стачек;улица Лётчика Пилютова, 44к1;;05.01.2018 0:45;05.01.2018 1:00;05.01.2018 0:50;0:14:46;05.01.2018 0:45;;0:03:52;05.01.2018 0:41;05.01.2018 0:41;05.01.2018 0:50;;0;;;4;;0;;30.2575704047,59.8759136938;30.1404980584,59.8325375751;;0;0;140,4;6755;2048;;;;472178;;;;;;;0;05.01.2018 0:41;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;efbbbf4e6bf440f093f69518da22c036;
Малый проспект Петроградской стороны, 89;Туристская улица, 23к1;;05.01.2018 0:46;05.01.2018 1:07;05.01.2018 0:48;0:20:40;05.01.2018 0:46;;0:03:10;05.01.2018 0:43;05.01.2018 0:43;05.01.2018 0:48;;0;;;1;;0;;30.3090806399,59.9677499012;30.213182,60.002962;;0;0;45;6756;2048;;;;771178;;;;;;;0;05.01.2018 0:43;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;3a047b2d50784e8689b99cbf2844e196;
Санкт-Петербург, Василеостровский район, муниципальный округ Морской;Санкт-Петербург, Московский проспект, 222;;05.01.2018 0:54;05.01.2018 1:28;05.01.2018 0:44;0:34:29;05.01.2018 0:41;;0:01:13;05.01.2018 0:40;05.01.2018 0:40;05.01.2018 0:44;;0;;;1;;0;;30.2182505088,59.9422410917;30.323198,59.845175;;0;0;87,12;6754;0;;;;614178;;;;;;;0;05.01.2018 0:40;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;901fe0ca634641fb89953ba5df7e8161;
Рядом с: Кировский район, муниципальный округ Дачное;До пункта: Ленинский проспект, 93к2;;;05.01.2018 0:40;05.01.2018 0:40;0:40:46;05.01.2018 0:39;;0:08:06;05.01.2018 0:31;05.01.2018 0:31;05.01.2018 0:40;;0;;;4;;0;;30.255150299,59.8566438728;30.206884,59.853324;;0;0;0;6752;0;;;;472178;;;;user;;;0;05.01.2018 0:31;;;;;Наличные;Отменен;Яндекс;BMW 5er;;c7971d453f65421884c1e6a2ca222995;
Рядом с: Шереметьевская улица, 11;До пункта: 5-й Предпортовый проезд, 10к2;;;05.01.2018 0:30;05.01.2018 0:38;0:30:32;;;0:30:12;;05.01.2018 0:30;05.01.2018 0:38;;0;;;2;;0;;30.3209591482,59.8085600472;30.3154232116,59.8338883948;;0;0;0;6751;0;;;;537178;;;;Reject: autocancel;;;0;05.01.2018 0:30;;;;;Наличные;Отменен;Яндекс;BMW 5er;;a6ed0e7a928c4600b401bc746e71072e;
Рядом с: Новосмоленская набережная;До пункта: Морская набережная, 15;;05.01.2018 0:35;05.01.2018 0:38;05.01.2018 0:36;0:03:06;05.01.2018 0:35;;0:03:08;05.01.2018 0:32;05.01.2018 0:32;05.01.2018 0:36;;0;;;1;;0;;30.2301883894,59.9473635388;30.2161958432,59.9405246735;;0;0;18,72;6753;2048;;;;614178;;;;;;;0;05.01.2018 0:32;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;4bb6351977864fc3ba0ac5dc81ee3690;
Рядом с: 6-я линия Васильевского острова;До пункта: Ординарная улица, 8;;05.01.2018 0:33;05.01.2018 0:44;05.01.2018 0:32;0:11:09;05.01.2018 0:31;;0:03:33;05.01.2018 0:28;05.01.2018 0:28;05.01.2018 0:32;;0;;;1;;0;;30.2849530052,59.9376443302;30.307783,59.96516;;0;0;38,52;6750;2048;;;;771178;;;;;;;0;05.01.2018 0:28;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;5c532564244a4ba5940d44b156ec5a74;
Пионерская улица, 16;Наличная улица, 34;;05.01.2018 0:20;05.01.2018 0:30;05.01.2018 0:22;0:09:48;05.01.2018 0:19;;0:05:14;05.01.2018 0:14;05.01.2018 0:14;05.01.2018 0:22;;0;;;1;;0;;30.2911273489,59.957297817;30.228893,59.94472;;0;0;33,12;6749;0;;;;614178;;;;;;;0;05.01.2018 0:14;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;0ac2d28074364e859b7368c214460cdd;
Рядом с: Невский проспект, 13/9;До пункта: Парашютная улица, 15;;04.01.2018 23:57;05.01.2018 0:19;04.01.2018 23:56;0:21:49;04.01.2018 23:54;;0:03:41;04.01.2018 23:51;04.01.2018 23:51;04.01.2018 23:56;;0;;;4;;0;;30.3165554654,59.936459895;30.27769,60.017976;;0;0;160,2;6747;2048;;;;499178;;;;;;;0;04.01.2018 23:51;;;;;Безналичные;Завершен;Яндекс.Безналичный;Mercedes-Benz E-klasse;;58c0f80f1e204608826fd0899f86e15b;
Комендантский проспект, 51к1, подъезд 1;улица Лизы Чайкиной, 10;;04.01.2018 23:58;05.01.2018 0:16;04.01.2018 23:56;0:17:58;04.01.2018 23:57;;0:06:10;04.01.2018 23:51;04.01.2018 23:51;04.01.2018 23:56;;0;;;1;;0;;30.23581,60.029503;30.3005993916,59.9556612138;;0;0;55,08;6748;2048;;;;614178;;;;;;;0;04.01.2018 23:51;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;a234d756facf48ad8e1cca55c0c0ed72;
набережная Обводного канала, 132;улица Кораблестроителей, 36А;;04.01.2018 23:54;05.01.2018 0:17;04.01.2018 23:50;0:22:46;04.01.2018 23:50;;0:04:30;04.01.2018 23:46;04.01.2018 23:46;04.01.2018 23:50;;0;;;1;;0;;30.2911842,59.9082095;30.218554,59.954741;;0;0;44,46;6746;0;;;;771178;;;;;;;0;04.01.2018 23:46;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;a30a7e08ec3b426eba9e5b0b0aab1c59;
Рядом с: переулок Антоненко, 4;До пункта: улица Розенштейна, 18;;04.01.2018 23:30;04.01.2018 23:41;04.01.2018 23:32;0:11:16;04.01.2018 23:30;;0:01:56;04.01.2018 23:28;04.01.2018 23:28;04.01.2018 23:32;;0;;;1;;0;;30.3106589673,59.9310432556;30.288964,59.904974;;0;0;39,06;6745;2048;;;;771178;;;;;;;0;04.01.2018 23:28;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;b92844f9c4ed4351b626f751d5f04afb;
улица Декабристов, 13;улица Ефимова, 2А, ТРК Пик;;;04.01.2018 23:23;04.01.2018 23:26;23:23:49;;;23:22:43;04.01.2018 23:22;04.01.2018 23:22;04.01.2018 23:26;;0;;;1;;0;;30.303683885,59.9283356198;30.320788,59.926424;;0;0;0;6744;2048;;;;771178;;;;user;;;0;04.01.2018 23:22;;;;;Безналичные;Отменен;Яндекс.Безналичный;Hyundai Solaris;;899b0cbdedef403fbc5b325993978b99;
Санкт-Петербург, Свердловская набережная, 62, подъезд 2;Санкт-Петербург, Комендантский проспект, 53к4;;04.01.2018 23:08;04.01.2018 23:33;04.01.2018 23:02;0:25:44;04.01.2018 23:00;;0:02:39;04.01.2018 22:58;04.01.2018 22:58;04.01.2018 23:02;;0;;;1;;0;;30.4081268616,59.9518139131;30.238712,60.032425;;0;0;75,6;6743;4096;;;;614178;;;;;;;0;04.01.2018 22:58;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;892eb3c84b8c4f1c81b9e0a8d79a7b09;
проспект Большевиков, 19А;Варшавская улица, 23к3;;04.01.2018 22:54;04.01.2018 23:18;04.01.2018 22:54;0:23:33;04.01.2018 22:54;;0:09:45;04.01.2018 22:44;04.01.2018 22:44;04.01.2018 22:54;;0;;;4;;0;;30.4823785422,59.9073078024;30.313281,59.866463;;0;0;184,32;6742;2048;;;;537178;;;;;;;0;04.01.2018 22:44;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;b5b55eabef46420496a6b11c87bf4fc3;
Ладожский вокзал;улица Вавиловых, 7к2;;04.01.2018 22:49;04.01.2018 23:11;04.01.2018 22:42;0:21:52;04.01.2018 22:40;;0:04:35;04.01.2018 22:35;04.01.2018 22:35;04.01.2018 22:42;;0;;;2;;0;;30.440213,59.932067;30.391785,60.017746;;0;0;114,3;6741;0;;;;544178;;детское кресло;;;;;0;04.01.2018 22:35;;;;;Наличные;Завершен;Яндекс;Honda Civic;;0a5cc3a0d9ca4738b50ba0ae61dbcbe2;
Лиговский проспект;Свердловская набережная, 60;;04.01.2018 22:34;04.01.2018 22:47;04.01.2018 22:34;0:13:28;04.01.2018 22:33;;0:04:38;04.01.2018 22:29;04.01.2018 22:29;04.01.2018 22:34;;0;;;1;;0;;30.3602073386,59.9292295602;30.4088212748,59.9545144876;;0;0;32,58;6740;4096;;;;614178;;;;;;;0;04.01.2018 22:29;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;e92d5f3843dd4cc0b63465e9de7e279b;
набережная реки Фонтанки, 102;Заневский проспект, 73, Ладожский;;04.01.2018 22:19;04.01.2018 22:39;04.01.2018 22:20;0:19:21;04.01.2018 22:18;;0:03:23;04.01.2018 22:14;04.01.2018 22:14;04.01.2018 22:20;;0;;;1;;0;;30.3240460694,59.9235486253;30.441931,59.931549;;0;0;50,58;6739;0;;;;544178;;;;;;;0;04.01.2018 22:14;;;;;Наличные;Завершен;Яндекс;Honda Civic;;9fcfb5736a54449f99a5e6fe2d60b9fc;
Центральный переулок, 10;Санкт-Петербург, набережная канала Грибоедова, 2Б, литер А, Храм Воскресения Христова Спас на крови;;04.01.2018 22:14;04.01.2018 22:48;04.01.2018 22:12;0:34:08;04.01.2018 22:11;;0:06:10;04.01.2018 22:05;04.01.2018 22:05;04.01.2018 22:12;;0;;;4;;0;;30.2673083824,60.0839846996;30.32863,59.94009;;0;0;218,52;6738;6144;;;;215820;;;;;;;0;04.01.2018 22:05;;;;;Безналичные;Завершен;Яндекс.Безналичный;BMW 5er;;b558f03eef1a409080fd28fca0f207bd;
Пулковская улица, 8к2;1 линия, метро Площадь Восстания;;04.01.2018 22:07;04.01.2018 22:29;04.01.2018 21:58;0:21:33;04.01.2018 21:58;;0:03:57;04.01.2018 21:54;04.01.2018 21:54;04.01.2018 21:58;;0;;;1;;0;;30.3521928031,59.8380717213;30.360559,59.931517;;0;0;69,66;6737;2048;;;;614178;;;;;;;0;04.01.2018 21:54;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;a5ede24a23754cf8b4377f14ffaba48e;
Пулковское шоссе, 22к3, Ветеринарная клиника Медея;Краснопутиловская улица, 76;;04.01.2018 21:32;04.01.2018 21:46;04.01.2018 21:34;0:13:59;04.01.2018 21:31;;0:01:56;04.01.2018 21:29;04.01.2018 21:29;04.01.2018 21:34;;0;;;1;;0;;30.326998,59.827067;30.30048,59.855186;;0;0;24,3;6736;0;;;;544178;;;;;;;0;04.01.2018 21:29;;;;;Наличные;Завершен;Яндекс;Honda Civic;;3552a484e7f04f01863fc85e02586256;
Хасанская улица, 2к1;Хасанская улица, 2к1;;04.01.2018 21:07;04.01.2018 21:37;04.01.2018 21:04;0:29:31;04.01.2018 21:06;;0:07:12;04.01.2018 20:59;04.01.2018 20:58;04.01.2018 21:04;;0;;;2;;0;;30.4773443143,59.9373870173;30.477331,59.937355;;0;0;91,62;6735;0;;;;537178;;;;;;;0;04.01.2018 20:58;;;;;Наличные;Завершен;Яндекс;BMW 5er;;7d473878ae4a49a68b55ba1a87dfec0d;
Невский район, муниципальный округ Правобережный;улица Ванеева, 11;;04.01.2018 20:43;04.01.2018 20:50;04.01.2018 20:38;0:06:33;04.01.2018 20:36;;0:03:35;04.01.2018 20:33;04.01.2018 20:33;04.01.2018 20:38;;0;;;1;;0;;30.4323956375,59.9180098883;30.449906,59.927743;;0;0;25,38;6734;0;;;;771178;;;;;;;0;04.01.2018 20:33;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;a545c5f2513d462384c37ec7838b2520;
Рядом с: проспект Маршала Жукова;До пункта: Пулковское ш., 41, литера ЗА, Аэропорт Пулково Терминал 1;;04.01.2018 20:35;04.01.2018 20:50;04.01.2018 20:34;0:15:11;04.01.2018 20:35;;0:04:58;04.01.2018 20:30;04.01.2018 20:30;04.01.2018 20:34;;0;;;1;;0;;30.226363498,59.8553217556;30.26444,59.800698;;0;0;70,74;6733;0;;;;614178;;;;;;;0;04.01.2018 20:30;;;;;Наличные;Завершен;Яндекс;Chevrolet Cruze;;639244b0525f45e48e912935be531564;
Рядом с: Санкт-Петербург, проспект Энгельса, 154;До пункта: ДПК Ветеран-1,;;04.01.2018 20:11;04.01.2018 20:14;04.01.2018 20:10;0:02:53;04.01.2018 20:08;;0:02:32;04.01.2018 20:05;04.01.2018 20:05;04.01.2018 20:10;;0;;;2;;0;;30.3359632223,60.0577606877;30.2318790688,60.1737552583;;0;0;32,76;6732;0;;;;215820;;;;;;;0;04.01.2018 20:05;;;;;Наличные;Завершен;Яндекс;BMW 5er;;b5ba3a3c4a354219afdaa54041975cbb;
территория Пулковское, Образцовая улица, 9А;Санкт-Петербург, Пулковское ш., 41, литера ЗА, Аэропорт Пулково Терминал 1;;04.01.2018 19:36;04.01.2018 19:47;04.01.2018 19:36;0:10:23;04.01.2018 19:33;;0:01:52;04.01.2018 19:31;04.01.2018 19:31;04.01.2018 19:36;;0;;;1;;0;;30.3669421044,59.7549761735;30.271533,59.799975;;0;0;59,76;6731;6144;;;;614178;;;;;;;0;04.01.2018 19:31;;;;;Безналичные;Завершен;Яндекс.Безналичный;Chevrolet Cruze;;a13d9afcffc94fa5b281d7aaea34a337;
посёлок Парголово, Заречная улица, 25;Петергоф, Ботаническая улица;;;04.01.2018 19:43;04.01.2018 19:26;19:43:40;04.01.2018 19:25;;0:11:55;04.01.2018 19:13;04.01.2018 19:13;04.01.2018 19:26;;0;;;4;;0;;30.3300845232,60.0743092898;29.8427244315,59.8737341038;;0;0;0;6729;0;;;;215820;;курящий салон;;Reject: manual;;;0;04.01.2018 19:13;;;;;Наличные;Отменен;Яндекс;BMW 5er;;4b5db3b85a6147f49dbb5c4dd2576e07;
Рядом с: Невский проспект, 20;До пункта: площадь Александра Невского, 2, Отель Москва;;;04.01.2018 19:13;04.01.2018 19:18;19:13:59;;;19:13:23;;04.01.2018 19:13;04.01.2018 19:18;;0;;;2;;0;;30.3215906462,59.9361047107;30.38675,59.9246;;0;0;0;6730;0;;;;537178;;;;offertimeout;;;0;04.01.2018 19:13;;;;;Наличные;Отменен;Яндекс;BMW 5er;;dea83d6aad2c491d9979cecb16c511a6;
Рядом с: Санкт-Петербург, Большая Озёрная улица, 77;До пункта: Санкт-Петербург, Большая Конюшенная улица, 27;;;04.01.2018 18:51;04.01.2018 18:56;18:51:27;;;18:48:45;04.01.2018 18:48;04.01.2018 18:48;04.01.2018 18:56;;0;;;4;;0;;30.3005869459,60.0463822785;30.322147,59.937107;;0;0;0;6728;2048;;;;215820;;Чистая машина;;user;;;0;04.01.2018 18:48;;;;;Безналичные;Отменен;Яндекс.Безналичный;BMW 5er;;c9d61ca2a137423aac5153d806865227;
17-я линия Васильевского острова, 64;улица Рубинштейна, 11;;04.01.2018 18:51;04.01.2018 19:11;04.01.2018 18:48;0:20:54;04.01.2018 18:45;;0:01:35;04.01.2018 18:43;04.01.2018 18:43;04.01.2018 18:48;;0;;;1;;0;;30.2583748041,59.9457222681;30.344165,59.92993;;0;0;50,22;6727;2048;;;;857178;;;;;;;0;04.01.2018 18:43;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;60d4799af8eb4cdd8762339dcd977540;
Рядом с: 8-я линия Васильевского острова, 31;До пункта: Уральская улица, 20;;04.01.2018 18:32;04.01.2018 18:40;04.01.2018 18:32;0:07:38;04.01.2018 18:30;;0:03:02;04.01.2018 18:27;04.01.2018 18:26;04.01.2018 18:32;;0;;;1;;0;;30.2788415483,59.9406200677;30.2446164182,59.95497684;;0;0;26,1;6726;6144;;;;857178;;;;;;;0;04.01.2018 18:26;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;1b66234a04be4788ad0133a515cd32e8;
улица Рубинштейна, 3;Невский проспект, 35, Большой Гостиный Двор, эт. 2, Мариинский театр, касса;;;04.01.2018 18:20;04.01.2018 18:26;18:20:21;;;18:20:13;;04.01.2018 18:20;04.01.2018 18:26;;0;;;4;;0;;30.3456341921,59.9320961827;30.332631,59.934172;;0;0;0;6725;0;;;;499178;;;;Reject: manual;;;0;04.01.2018 18:20;;;;;Наличные;Отменен;Яндекс;Mercedes-Benz E-klasse;;f0629c245f3a4fc086f86d03b9347b93;
Рядом с: Вознесенский проспект, 1;До пункта: Театральная площадь, 1, Государственный академический Мариинский театр;;04.01.2018 18:16;04.01.2018 18:21;04.01.2018 18:16;0:05:00;04.01.2018 18:14;;0:03:21;04.01.2018 18:11;04.01.2018 18:11;04.01.2018 18:16;;0;;;4;;0;;30.3076138456,59.9346336591;30.29624,59.925728;;0;0;93,6;6724;0;;;;215178;;;;;;;0;04.01.2018 18:11;;;;;Наличные;Завершен;Яндекс;BMW 5er;;ca29869e0ef44f928505a004bec22d48;
Рядом с: Московский проспект, 2;До пункта: 14-я линия Васильевского острова, 37;;04.01.2018 18:13;04.01.2018 18:26;04.01.2018 18:12;0:12:54;04.01.2018 18:11;;0:06:25;04.01.2018 18:05;04.01.2018 18:05;04.01.2018 18:12;;0;;;1;;0;;30.3178418618,59.9258453304;30.269542,59.939582;;0;0;34,02;6723;0;;;;857178;;;;;;;0;04.01.2018 18:05;;;;;Наличные;Завершен;Яндекс;Hyundai Solaris;;4ddac019e29344219fc48a8c9fab9e2b;
Рядом с: Кронверкская набережная;До пункта: Казанская пл., 2, Казанский собор;;04.01.2018 18:04;04.01.2018 18:21;04.01.2018 17:58;0:16:16;04.01.2018 18:03;;0:15:37;04.01.2018 17:48;04.01.2018 17:48;04.01.2018 17:58;;0;;;2;;0;;30.3228059721,59.9527681999;30.324418,59.934144;;0;0;77,58;6722;0;;;;537178;;;;;;;0;04.01.2018 17:48;;;;;Наличные;Завершен;Яндекс;BMW 5er;;720b717229f248e6a89d39ea6ba0a481;
Рядом с: Индустриальный проспект, 14к2;До пункта: Пионерская площадь, 1;;04.01.2018 17:37;04.01.2018 18:02;04.01.2018 17:30;0:24:36;04.01.2018 17:29;;0:03:25;04.01.2018 17:25;04.01.2018 17:25;04.01.2018 17:30;;0;;;1;;0;;30.4725036334,59.939730912;30.334607,59.92005;;0;0;60,3;6721;2048;;;;857178;;;;;;;0;04.01.2018 17:25;;;;;Безналичные;Завершен;Яндекс.Безналичный;Hyundai Solaris;;2ea0d5875f8148f2a3734e067e24d4ea;
